"id","market_and_exchange_names","report_date_as_yyyy_mm_dd","cftc_contract_market_code","open_interest_all","noncomm_positions_long_all","noncomm_positions_short_all"
"12062613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-06-26T00:00:00.000","13874A","2741979","357516","435713"
"120626209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-06-26T00:00:00.000","209742","339283","85589","26971"
"1207031170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-07-03T00:00:00.000","1170E1","334634","85520","121544"
"12070313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-07-03T00:00:00.000","13874A","2730453","330128","450827"
"120703209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-07-03T00:00:00.000","209742","353795","87963","24211"
"1207101170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-07-10T00:00:00.000","1170E1","334343","81163","125644"
"12071013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-07-10T00:00:00.000","13874A","2795931","337532","468348"
"120710209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-07-10T00:00:00.000","209742","348944","73890","26724"
"1207171170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-07-17T00:00:00.000","1170E1","350768","72230","133282"
"12071713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-07-17T00:00:00.000","13874A","2808514","321426","426280"
"120717209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-07-17T00:00:00.000","209742","339460","63824","21590"
"1207241170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-07-24T00:00:00.000","1170E1","324056","69718","138194"
"12072413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-07-24T00:00:00.000","13874A","2860141","326532","433843"
"120724209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-07-24T00:00:00.000","209742","352606","83348","25114"
"1207311170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-07-31T00:00:00.000","1170E1","312880","64995","126237"
"12073113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-07-31T00:00:00.000","13874A","2756499","344098","389127"
"120731209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-07-31T00:00:00.000","209742","368502","100263","21915"
"1208071170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-08-07T00:00:00.000","1170E1","335902","77171","127256"
"12080713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-08-07T00:00:00.000","13874A","2831826","384863","390071"
"120807209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-08-07T00:00:00.000","209742","392754","124980","23140"
"1208141170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-08-14T00:00:00.000","1170E1","364829","75868","138950"
"12081413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-08-14T00:00:00.000","13874A","2922565","385616","403203"
"120814209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-08-14T00:00:00.000","209742","409963","133654","27121"
"1208211170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-08-21T00:00:00.000","1170E1","403608","82924","140962"
"12082113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-08-21T00:00:00.000","13874A","2998239","365785","407216"
"120821209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-08-21T00:00:00.000","209742","439683","152410","28135"
"1208281170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-08-28T00:00:00.000","1170E1","359935","78715","143064"
"12082813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-08-28T00:00:00.000","13874A","3056383","389887","408716"
"120828209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-08-28T00:00:00.000","209742","460255","165728","23515"
"1209041170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-09-04T00:00:00.000","1170E1","367377","75560","142887"
"12090413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-09-04T00:00:00.000","13874A","3099775","407084","429935"
"120904209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-09-04T00:00:00.000","209742","460702","170991","25006"
"1209111170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-09-11T00:00:00.000","1170E1","406958","73595","158464"
"12091113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-09-11T00:00:00.000","13874A","3193602","436041","399560"
"120911209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-09-11T00:00:00.000","209742","464897","162880","18527"
"1209181170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-09-18T00:00:00.000","1170E1","431265","70467","162570"
"12091813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-09-18T00:00:00.000","13874A","3584406","452811","402604"
"120918209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-09-18T00:00:00.000","209742","597830","152443","18547"
"1209251170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-09-25T00:00:00.000","1170E1","393602","77309","172505"
"12092513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-09-25T00:00:00.000","13874A","2831321","461514","329114"
"120925209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-09-25T00:00:00.000","209742","410237","142560","19137"
"1210021170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-10-02T00:00:00.000","1170E1","390364","69032","160918"
"12100213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-10-02T00:00:00.000","13874A","2926111","489300","367679"
"121002209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-10-02T00:00:00.000","209742","412593","132359","27586"
"1210091170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-10-09T00:00:00.000","1170E1","404089","69628","157751"
"12100913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-10-09T00:00:00.000","13874A","2902097","452432","359959"
"121009209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-10-09T00:00:00.000","209742","398792","122025","39319"
"1210161170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-10-16T00:00:00.000","1170E1","424977","72953","160371"
"12101613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-10-16T00:00:00.000","13874A","2927011","465125","329991"
"121016209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-10-16T00:00:00.000","209742","389596","105572","33563"
"1210231170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-10-23T00:00:00.000","1170E1","376801","67021","157118"
"12102313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-10-23T00:00:00.000","13874A","2989251","458269","387584"
"121023209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-10-23T00:00:00.000","209742","370909","86733","37345"
"1210301170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-10-30T00:00:00.000","1170E1","361488","60987","143200"
"12103013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-10-30T00:00:00.000","13874A","3015873","454062","400620"
"121030209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-10-30T00:00:00.000","209742","371266","83911","35853"
"1211061170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-11-06T00:00:00.000","1170E1","384223","65579","151939"
"12110613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-11-06T00:00:00.000","13874A","2996323","432116","360487"
"121106209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-11-06T00:00:00.000","209742","360969","73667","34627"
"1211131170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-11-13T00:00:00.000","1170E1","382416","68372","139175"
"12111313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-11-13T00:00:00.000","13874A","3075902","456518","361925"
"121113209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-11-13T00:00:00.000","209742","362170","64889","41990"
"1211201170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-11-20T00:00:00.000","1170E1","418381","77722","155592"
"12112013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-11-20T00:00:00.000","13874A","3123365","392852","406486"
"121120209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-11-20T00:00:00.000","209742","400482","47387","56345"
"1211271170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-11-27T00:00:00.000","1170E1","375098","61190","156014"
"12112713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-11-27T00:00:00.000","13874A","3117207","425812","408978"
"121127209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-11-27T00:00:00.000","209742","399627","53866","56289"
"1212041170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-12-04T00:00:00.000","1170E1","396131","54727","164511"
"12120413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-12-04T00:00:00.000","13874A","3156565","441953","352628"
"121204209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-12-04T00:00:00.000","209742","388338","63324","45197"
"1212111170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-12-11T00:00:00.000","1170E1","409743","56401","164355"
"12121113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-12-11T00:00:00.000","13874A","3226043","500530","367112"
"121211209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-12-11T00:00:00.000","209742","402918","84552","45803"
"1212181170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-12-18T00:00:00.000","1170E1","398243","54459","149497"
"12121813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-12-18T00:00:00.000","13874A","3395668","496608","368506"
"121218209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-12-18T00:00:00.000","209742","469488","78870","42145"
"1212241170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-12-24T00:00:00.000","1170E1","330194","53748","142783"
"12122413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-12-24T00:00:00.000","13874A","2763921","400228","321154"
"121224209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-12-24T00:00:00.000","209742","294127","71716","33438"
"1212311170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2012-12-31T00:00:00.000","1170E1","326066","52014","130293"
"12123113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2012-12-31T00:00:00.000","13874A","2765033","430146","353491"
"121231209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2012-12-31T00:00:00.000","209742","281304","65252","40901"
"1301081170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-01-08T00:00:00.000","1170E1","410526","77051","160231"
"13010813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-01-08T00:00:00.000","13874A","2799680","424728","338385"
"130108209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-01-08T00:00:00.000","209742","300637","80664","34051"
"1301151170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-01-15T00:00:00.000","1170E1","462170","93929","176295"
"13011513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-01-15T00:00:00.000","13874A","2843412","401472","355240"
"130115209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-01-15T00:00:00.000","209742","309462","75221","34103"
"1301221170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-01-22T00:00:00.000","1170E1","425350","94623","182685"
"13012213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-01-22T00:00:00.000","13874A","2946116","378360","357986"
"130122209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-01-22T00:00:00.000","209742","315830","80524","32375"
"1301291170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-01-29T00:00:00.000","1170E1","424170","85235","189519"
"13012913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-01-29T00:00:00.000","13874A","2989252","419392","382970"
"130129209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-01-29T00:00:00.000","209742","330228","87982","31078"
"1302051170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-02-05T00:00:00.000","1170E1","429820","78302","186163"
"13020513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-02-05T00:00:00.000","13874A","3001463","434689","345642"
"130205209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-02-05T00:00:00.000","209742","335692","94146","29409"
"1302121170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-02-12T00:00:00.000","1170E1","445319","89480","181924"
"13021213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-02-12T00:00:00.000","13874A","3087242","414474","389092"
"130212209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-02-12T00:00:00.000","209742","334566","86017","28672"
"1302191170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-02-19T00:00:00.000","1170E1","425770","104058","192198"
"13021913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-02-19T00:00:00.000","13874A","3147268","389674","377283"
"130219209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-02-19T00:00:00.000","209742","348464","95850","27416"
"1302261170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-02-26T00:00:00.000","1170E1","409106","93691","188880"
"13022613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-02-26T00:00:00.000","13874A","3236746","439892","387287"
"130226209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-02-26T00:00:00.000","209742","331754","81739","35018"
"1303051170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-03-05T00:00:00.000","1170E1","413877","102532","182675"
"13030513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-03-05T00:00:00.000","13874A","3275893","516432","371277"
"130305209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-03-05T00:00:00.000","209742","354078","110884","33062"
"1303121170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-03-12T00:00:00.000","1170E1","434750","121340","189698"
"13031213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-03-12T00:00:00.000","13874A","3796609","536269","383987"
"130312209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-03-12T00:00:00.000","209742","456616","120469","33054"
"1303191170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-03-19T00:00:00.000","1170E1","463432","114635","199035"
"13031913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-03-19T00:00:00.000","13874A","2845013","556279","300753"
"130319209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-03-19T00:00:00.000","209742","340205","118539","22066"
"1303261170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-03-26T00:00:00.000","1170E1","409747","125501","189084"
"13032613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-03-26T00:00:00.000","13874A","2929558","544676","311206"
"130326209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-03-26T00:00:00.000","209742","348334","116076","19865"
"1304021170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-04-02T00:00:00.000","1170E1","419124","126718","194991"
"13040213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-04-02T00:00:00.000","13874A","3010683","570733","346831"
"130402209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-04-02T00:00:00.000","209742","377618","137470","20951"
"1304091170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-04-09T00:00:00.000","1170E1","438715","123754","193407"
"13040913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-04-09T00:00:00.000","13874A","3041311","539958","337425"
"130409209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-04-09T00:00:00.000","209742","351702","105618","19252"
"1304161170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-04-16T00:00:00.000","1170E1","455094","109747","199445"
"13041613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-04-16T00:00:00.000","13874A","3032875","563563","312590"
"130416209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-04-16T00:00:00.000","209742","368562","125045","16822"
"1304231170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-04-23T00:00:00.000","1170E1","381591","95340","165713"
"13042313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-04-23T00:00:00.000","13874A","3028179","524972","345202"
"130423209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-04-23T00:00:00.000","209742","353662","105104","23217"
"1304301170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-04-30T00:00:00.000","1170E1","388083","104373","168708"
"13043013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-04-30T00:00:00.000","13874A","3087728","593992","325554"
"130430209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-04-30T00:00:00.000","209742","390625","145140","14638"
"1305071170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-05-07T00:00:00.000","1170E1","405092","115836","172886"
"13050713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-05-07T00:00:00.000","13874A","3189841","584472","384112"
"130507209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-05-07T00:00:00.000","209742","409077","151646","19358"
"1305141170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-05-14T00:00:00.000","1170E1","420043","111993","168420"
"13051413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-05-14T00:00:00.000","13874A","3287763","558611","365663"
"130514209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-05-14T00:00:00.000","209742","413475","150101","18635"
"1305211170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-05-21T00:00:00.000","1170E1","434988","111468","165081"
"13052113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-05-21T00:00:00.000","13874A","3340104","514877","367607"
"130521209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-05-21T00:00:00.000","209742","418325","142338","13598"
"1305281170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-05-28T00:00:00.000","1170E1","389387","98250","159936"
"13052813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-05-28T00:00:00.000","13874A","3384621","548584","346124"
"130528209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-05-28T00:00:00.000","209742","436070","160081","11211"
"1306041170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-06-04T00:00:00.000","1170E1","372793","92246","163882"
"13060413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-06-04T00:00:00.000","13874A","3307852","527952","328240"
"130604209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-06-04T00:00:00.000","209742","430036","146232","9019"
"1306111170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-06-11T00:00:00.000","1170E1","367802","82777","150837"
"13061113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-06-11T00:00:00.000","13874A","3397407","456571","341749"
"130611209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-06-11T00:00:00.000","209742","389245","106808","10243"
"1306181170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-06-18T00:00:00.000","1170E1","367704","81098","122141"
"13061813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-06-18T00:00:00.000","13874A","3746507","481489","364545"
"130618209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-06-18T00:00:00.000","209742","457197","117095","15008"
"1306251170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-06-25T00:00:00.000","1170E1","293710","66260","90554"
"13062513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2013-06-25T00:00:00.000","13874A","2729204","417399","359495"
"130625209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2013-06-25T00:00:00.000","209742","300143","80641","27396"
"1307021170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2013-07-02T00:00:00.000","1170E1","301348","87698","102458"
